Nazwa firmy,Tytuł oferty,Kategoria,Poziom doświadczenia,Umiejętności,Mile widziane umiejętności,Czas pracy,Typ miejsca pracy,Typ umowy,Widełki finansowe [PLN],Wynagrodzenie brutto,Województwo,Miasto,Ulica,Otwarte dla obywateli Ukrainy,Zdalna rozmowa kwalifikacyjna,Data publikacji oferty
ITDS,Penetration Tester/Security Engineer 💻,18,mid,"Application Security, Cloud security, Network Security, OWASP, PTES, penetration testing",,full_time,hybrid,B2B,13000.0-16800.0,False,mazowieckie,Warszawa,Złota 59,False,True,2025-02-21 13:00:32.807000+00:00
Connectis,Remote Data Architect,19,mid,"Apache Spark, Azure Data Lake, Azure Event hub, CI/CD, Data Factory, Databricks, Delta Lake, Docker, Kubernetes, Terraform",,full_time,remote,B2B,28000.0-30000.0,False,mazowieckie,Warszawa,Chmielna 71,False,True,2025-02-21 13:00:32.807000+00:00
HAYS Poland,Programista Microsoft D365,22,mid,"C#, CRM, JavaScript, Microsoft Dynamics 365, Power Apps, Power BI, Power Platform, SSIS",,full_time,hybrid,B2B,19200.0-24000.0,False,mazowieckie,Warszawa,Centrum,False,True,2025-02-21 13:00:32.807000+00:00
HAYS Poland,PHP Developer,3,mid,"Angular, Backend, MS SQL, PHP, eCommerce",,full_time,hybrid,B2B,18000.0-23000.0,False,pomorskie,Gdańsk,Oliwa,False,False,2025-02-21 13:00:32.807000+00:00
Tesco Technology,Data Engineer,19,mid,"HDFS, Hive, Kafka, Scala, Spark",,full_time,hybrid,B2B,20000.0-30000.0,False,małopolskie,Kraków,Przy Rondzie 4,True,True,2025-02-21 13:00:32.807000+00:00
ITDS,Microsoft Dynamics Consultant (F&O),22,mid,D365,,full_time,hybrid,B2B,20000.0-25200.0,False,mazowieckie,Warszawa,Warsaw,True,True,2025-02-21 12:31:22.203000+00:00
Envirly,Senior Product Owner,15,senior,"Product Management, Prototyping, Scrum",,full_time,hybrid,B2B,15000.0-28000.0,False,mazowieckie,Warszawa,Rondo Daszyńskiego,False,True,2025-02-21 12:05:11.340000+00:00
Connectis,Remote Data Engineer,19,mid,"Azure Data Factory, Azure SQL, Databricks, Delta Lake, Docker, Kubernetes, Python, Terraform",,full_time,remote,B2B,20000.0-23500.0,False,mazowieckie,Warszawa,Warszawa,False,True,2025-02-21 12:00:33.890000+00:00
dotLinkers,Software Engineer,3,mid,"API, Bootstrap, CI/CD, CSS, HTML, JavaScript, PHP, REST API",,full_time,hybrid,B2B,18000.0-25000.0,False,mazowieckie,Warszawa,,False,False,2025-02-21 12:00:33.890000+00:00
ITDS,Security Specialist,18,senior,"Azure/GCP, Linux/Windows, NIST",,full_time,hybrid,B2B,18000.0-24000.0,False,mazowieckie,Warszawa,Złota 59,False,True,2025-02-21 12:00:33.890000+00:00
ITDS,Cybersecurity Specialist,18,mid,"Azure, Cryptography, Linux, Windows, phishing",,full_time,hybrid,B2B,13000.0-15500.0,False,mazowieckie,Warszawa,Złota 59,False,True,2025-02-21 12:00:33.890000+00:00
Connectis,Cloud System Engineer,13,senior,"AWS, Azure, Bash, Git, Linux, MySQL, PostgreSQL, Python, TCP/IP, Terraform",,full_time,remote,B2B,20000.0-23500.0,False,mazowieckie,Warszawa,ul. Poleczki,False,True,2025-02-21 12:00:33.890000+00:00
HAYS Poland,Senior DevOps Engineer (AWS),12,senior,"AWS, ECS, GitHub, Linux, Terraform",,full_time,remote,B2B,29000.0-32000.0,False,mazowieckie,Warszawa,Marszałkowska,False,True,2025-02-21 11:53:08.742000+00:00
E Net Production Sp. z o.o.,Business System Analyst,17,mid,"Adonis, Agile/Scrum, Analiza Biznesowa, BPMN, Jira, Kontakt z klientem, SQL, UML, analiza systemowa",,full_time,remote,B2B,12000.0-18000.0,False,śląskie,Katowice,Bracka 28a,False,True,2025-02-21 11:51:51.808000+00:00
ITDS,Devops Engineer,12,senior,"Bash, Docker, Java, Kafka, Kubernetes",,full_time,hybrid,B2B,19000.0-24000.0,False,małopolskie,Kraków,centrum,False,True,2025-02-21 11:49:53.089000+00:00
ITDS,Fullstack Engineer,1,mid,"CSS, HTML, Java, JavaScript, React.JS, SQL",,full_time,hybrid,B2B,21000.0-25000.0,False,małopolskie,Kraków,centrum,False,True,2025-02-21 11:43:21.508000+00:00
Aplikacje Krytyczne,Specjalista ds. Projektów Cyberbezpieczeństwa,18,mid,"Project Management, Security",,full_time,hybrid,Permanent,10000.0-13000.0,True,mazowieckie,Warszawa,Chmielna 132/134,False,True,2025-02-21 11:25:11.357000+00:00
ITDS,Senior Consultant Specialist,12,senior,"Git, Java, JavaScript, Jenkins, Kotlin, Python",,full_time,hybrid,B2B,21000.0-27000.0,False,małopolskie,Kraków,centrum,False,True,2025-02-21 11:16:52.882000+00:00
SCALO,Senior .NET Developer,7,senior,".NET Core, Docker, Git, Kubernetes, MongoDB, OpenId Connect, REST API, RabbitMQ, XUnit, oauth",,full_time,remote,B2B,20000.0-22000.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie 100,False,False,2025-02-21 08:00:51.284000+00:00
INOVINTELL SP ZO O,ML Engineer,5,mid,"Analytics, Docker, GCP, Git, MLOps, Machine Learning, PyTorch, Python",,full_time,hybrid,B2B,13000.0-17000.0,False,małopolskie,Kraków,Aleksandra Fredry 13,False,True,2025-02-21 07:52:45.456000+00:00
Tritem P.S.A.,Młodszy pracownik wsparcia technicznego,24,junior,"Analityczne Myślenie, Bash, C, C++, Linux, Microsoft Windows, Powershell, TCP/IP, routing, switching",,full_time,hybrid,Permanent,5500.0-8000.0,True,śląskie,Katowice,Ligocka 103,False,False,2025-02-20 13:38:02.222000+00:00
SCALO,SharePoint Developer,24,senior,"SharePoint, VBA",,full_time,hybrid,B2B,20800.0-25600.0,False,dolnośląskie,Wrocław,.,False,False,2025-02-20 13:30:50.189000+00:00
SCALO,Senior .NET Developer,7,mid,".NET Core, .NET MVC, Google Cloud Platform, JavaScript",,full_time,remote,B2B,18400.0-23200.0,False,małopolskie,Kraków,Al. Pokoju 1,False,False,2025-02-20 13:01:26.664000+00:00
SCALO,Fullstack Developer (.NET + Angular),1,senior,".Net, Angular, SQL",,full_time,remote,B2B,18480.0-23520.0,False,dolnośląskie,Wrocław,Powstańców Śląskich,False,False,2025-02-20 12:00:47.758000+00:00
SCALO,Fullstack Developer (.NET + Angular),7,senior,".Net, Angular, SQL",,full_time,remote,B2B,18480.0-23520.0,False,dolnośląskie,Wrocław,Powstańców Śląskich,False,False,2025-02-20 12:00:47.758000+00:00
Convertis sp. z o.o.,"Programista PHP Platform Ecommerce (PRESTASHOP, Joomla, Wordpress, Drupal, Magento)",3,mid,"Drupal, Git, JavaScript, Magento, MySQL, PHP, PrestaShop, WordPress",,full_time,remote,B2B,9000.0-19000.0,False,mazowieckie,Warszawa,Aleja Komisji Narodowej 93,False,True,2025-02-20 11:01:49.171000+00:00
Acaisoft,DevOps Engineer with Node.js,12,mid,"ArgoCD, Cloud, GitHub Actions, Kubernetes, Node, Terraform, crossplane",,full_time,remote,B2B,15000.0-22500.0,False,mazowieckie,Warszawa,al. Niepodległości 18,False,False,2025-02-20 10:00:25.992000+00:00
Acaisoft,Senior DevOps Engineer with AWS,12,senior,"AWS, CI/CD, Docker, Helm, Kubernetes, Python, Terraform",,full_time,remote,B2B,20000.0-27000.0,False,mazowieckie,Warszawa,al. Niepodległości 18,True,True,2025-02-20 10:00:25.992000+00:00
SCALO,Fullstack Developer (Node.js/React),1,senior,"GraphQL, Next.js, Node.js, React, TypeScript",,full_time,remote,B2B,23520.0-26040.0,False,małopolskie,Kraków,Aleja Pokoju 1,False,False,2025-02-19 15:44:33.254000+00:00
SCALO,System Administrator (Linux/Unix),13,mid,"IP, Linux / Unix, Powershell",,full_time,hybrid,B2B,16800.0-18480.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie 100,False,False,2025-02-19 14:22:08.452000+00:00
SCALO,Data Engineer,19,senior,"Azure, DWH, Databricks, ETL, MS SQL, Python",,full_time,hybrid,B2B,20160.0-24360.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie,False,False,2025-02-19 14:02:11.060000+00:00
SCALO,Java Developer,6,mid,"Gradle, Java, Maven, SQL",,full_time,remote,B2B,16800.0-23520.0,False,śląskie,Katowice,ul. Zabrska 16/3,False,False,2025-02-19 11:01:17.398000+00:00
SCALO,Cybersecurity Support Analyst,18,junior,"Cybersecurity, MS Office, Unix, Windows",,full_time,remote,Any,3360.0-5040.0,True,dolnośląskie,Wrocław,Powstańców Śląskich 9,False,False,2025-02-18 14:31:13.973000+00:00
SCALO,.NET Developer (Azure Functions),7,mid,".NET C#, .NET Core, ASP.NET, Azure, Azure Services",,full_time,remote,B2B,16800.0-20160.0,False,dolnośląskie,Wrocław,Powstańców Śląskich 9,False,False,2025-02-18 13:46:22.887000+00:00
Ludus AI,Technical Team Leader,25,senior,"AI, C++, Google Cloud Platform, Python, Redis, SQL, TypeScript, Unreal Engine",,full_time,remote,B2B,19000.0-20000.0,False,śląskie,Gliwice,Okrężna,True,True,2025-02-18 09:00:41.376000+00:00
SCALO,Senior Software Engineer C++,9,senior,"Bash, C++, Linux, gRPC",,full_time,remote,B2B,23520.0-26880.0,False,dolnośląskie,Wrocław,ul. Powstańców Śląskich 9,False,False,2025-02-18 07:00:49.385000+00:00
FESSIO SOFTWARE,Junior / early mid Ruby on Rails fullstack developer,4,junior,"CSS, HTML5, JavaScript, Jira, Linux, PostgreSQL, React, Ruby on Rails, SQL, SQL Server",,full_time,remote,B2B,7000.0-10000.0,False,pomorskie,Słupsk,ul. Cyprysowa 9C,True,True,2025-02-17 22:11:37.026000+00:00
SCALO,Manual Tester,11,junior,"CSS, Confluence, HTML, Jira, MS Excel, Postman, SOAP, Selenium, TestLink, XML",,full_time,hybrid,B2B,6720.0-10080.0,False,mazowieckie,Warszawa,ul. Aleje Jerozolimskie 100,False,False,2025-02-17 13:41:29.699000+00:00
Data Octopus,Cloud Data Engineer,19,mid,"BigQuery, GCP, Python, SQL",,part_time,remote,B2B,10000.0-12000.0,False,małopolskie,Kraków,Wadowicka 8A,False,False,2025-02-17 07:12:16.820000+00:00
dialo,Junior Fullstack Developer,1,junior,"OCaml, Python, React, TypeScript, nix",,full_time,office,B2B,12000.0-16000.0,False,mazowieckie,Warszawa,Marszałkowska 89,False,True,2025-02-16 14:12:29.546000+00:00
SCALO,Tech Lead Node.Js,1,senior,"CI/CD, DevOps, Node.js, PHP, React",,full_time,remote,B2B,28560.0-31920.0,False,dolnośląskie,Wrocław,ul. Powstańców Śląskich 9,False,False,2025-02-15 14:00:18.384000+00:00
SoftwiseAI,Python Dev / AI Engineer,5,mid,"AI, Azure DevOps, Cloud, English, Python",,full_time,hybrid,B2B,18000.0-20000.0,False,mazowieckie,Warszawa,Prusa 2,False,True,2025-02-15 14:00:18.384000+00:00
SCALO,DevOps Engineer,12,senior,"Azure, Docker, Elasticsearch, Grafana, Jenkins, Kibana, SQL",,full_time,hybrid,B2B,23520.0-28560.0,False,mazowieckie,Warszawa,ul. Aleje Jerozolimskie 100,False,False,2025-02-15 13:00:26.994000+00:00
SCALO,Data Scientist Analyst,19,mid,"Apache Hadoop, DevOps, Java, Linux, Machine Learning, Python, SQL, Scala, Spark, Statistics",,full_time,hybrid,B2B,16800.0-20160.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie 100,False,False,2025-02-15 10:00:33.451000+00:00
Morele.net sp. z o.o.,PHP Developer Mid/Mid+,3,mid,"DDD, MySQL, PHP, PHPUnit, REST",,full_time,remote,B2B,15000.0-17300.0,False,małopolskie,Kraków,al. Jana Pawła II 43B,False,True,2025-02-15 09:00:38.721000+00:00
SCALO,Data Engineer,19,mid,"Hadoop, MS SQL, PySpark, Scala",,full_time,hybrid,B2B,16800.0-20160.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie,False,False,2025-02-15 07:00:53.720000+00:00
DoubleData,Junior Project Manager,15,junior,"Analytical Thinking, Bazy Danych, Business Analysis, Business Intelligence, MS Excel, SQL",,full_time,remote,B2B,5000.0-8000.0,False,mazowieckie,Warszawa,Złota 75A,False,True,2025-02-14 18:00:28.557000+00:00
SCALO,.NET Developer,7,mid,".NET Core, .Net, Docker, Kubernetes",,full_time,remote,B2B,16000.0-19200.0,False,mazowieckie,Warszawa,Al. Jerozolimskie 100,False,False,2025-02-14 14:40:23.687000+00:00
Acaisoft Poland Sp. z o.o,UX/UI Designer,14,senior,"Analytics & Data Interpretation, Data-Heavy Interfaces, WCAG",,full_time,remote,B2B,14000.0-18500.0,False,mazowieckie,Warszawa,al. Niepodległości 18,False,True,2025-02-14 14:01:30.093000+00:00
Acaisoft,DevOps Engineer with AWS (US East Coast working hours),12,mid,"AWS, CI/CD, Docker, Helm, Kubernetes, Python, Terraform",,full_time,remote,B2B,20000.0-31000.0,False,mazowieckie,Warszawa,al. Niepodległości 18,True,True,2025-02-14 13:59:00.798000+00:00
SCALO,Informatica PowerCenter Developer,19,senior,"ETL, Informatica Powercenter, Oracle, PL/SQL, RDBMS Oracle, język angielski",,full_time,hybrid,B2B,20160.0-25200.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie,False,False,2025-02-14 13:01:37.816000+00:00
POLYVERSAL AI,AI Engineer & Frontend & Backend Devs! (junior-senior),25,mid,"AWS, Computer Vision, Data Science, MLX-LM, Machine Learning, NLP, PostgreSQL, Python, Swift, TypeScript",,full_time,remote,B2B,10.0-30.0,False,mazowieckie,Warszawa,Warszawa,True,True,2025-02-10 09:10:08.471000+00:00
Typeofcode,Full-Stack Developer,1,mid,"Docker, Git, GraphQL, MongoDB, Nest.js, Node.js, React, TypeScript",,full_time,remote,B2B,5000.0-10000.0,False,dolnośląskie,Wrocław,Wrocław,False,True,2025-02-07 10:49:47.174000+00:00
Omega Meble Sp. z o.o.,Fullstack Developer - PHP + JS,3,mid,"CSS, HTML, JavaScript, Laravel, MySQL, PHP, Vue.js",,full_time,hybrid,B2B,9000.0-12000.0,False,małopolskie,Wieliczka,Bolesława Chrobrego 23,False,True,2025-02-07 08:50:41.007000+00:00
Coder,Software Engineering Manager,12,senior,"Cloud Computing, Go, HTTP, Kubernetes, Linux, Networking, Open source, Terraform, TypeScript",,full_time,remote,Permanent,33330.0-43750.0,True,mazowieckie,Warszawa,plac Defilad 1,False,True,2025-02-06 22:58:23.996000+00:00
Asterisk-Dev,Programista Aplikacji Webowych,3,mid,"Docker, Git, JavaScript, Node.js, PHP, Symfony, TypeScript, WordPress, jQuery",,full_time,hybrid,B2B,8800.0-12800.0,False,mazowieckie,Piastów,Wincentego Witosa 33Am1,False,True,2025-02-06 15:32:08.081000+00:00
Laparo Sp. z o. o.,Unity3D Developer - rozwój silnika symulacyjnego,16,mid,"C#, Git, Jira, Unity 3D",,full_time,hybrid,Permanent,10000.0-18000.0,True,dolnośląskie,Wrocław,al. Armii Krajowej 54,True,True,2025-02-05 10:05:21.923000+00:00
Eduservice sp.z o.o.,FullStack WebDeveloper,1,mid,"CSS, DevOps, ECMAScript, Express, HTML, JavaScript, NodeJS, XML",,freelance,remote,B2B,6000.0-8000.0,False,mazowieckie,Warszawa,Smocza 27,False,False,2025-02-05 09:36:13.808000+00:00
Kodiak Hub,Senior Data Engineer,19,senior,"AI, Azure, Big Data, C#, CI/CD, Data Warehousing, ETL, NoSQL, Python, SQL",,full_time,remote,B2B,30000.0-36000.0,False,pomorskie,Gdańsk,Jaśkowa Dolina 11A,False,True,2025-02-04 16:57:17.300000+00:00
SlideCamp,Senior FullStack Developer (NodeJS + React),1,senior,"MongoDB, Node.js, React, TypeScript",,full_time,hybrid,B2B,18000.0-26000.0,False,mazowieckie,Warszawa,Koszykowa 59,False,True,2025-02-04 12:01:11.450000+00:00
STRONG SOFT SP. Z O. O.,Technical Product Owner - Part Time,17,mid,"Analityczne Myślenie, Bazy Danych, DDD, Java, Jira, REST API, React, Scrum, Software Architecture, product owner",,part_time,remote,B2B,8400.0-13000.0,False,lubelskie,Lublin,Frezerów 3,False,True,2025-02-02 06:30:06.677000+00:00
Mobile Labs,Android Developer,10,mid,"Android, Android SDK, Android Studio, Git, Gradle, Java, Kotlin",,full_time,hybrid,B2B,11000.0-18000.0,False,wielkopolskie,Poznań,Gromadzka 12,False,False,2025-01-31 16:37:24.141000+00:00
Miinto,Senior QA Engineer,11,senior,"Atlassian, Automated Testing, Git, GitHub, SQL, Selenium",,full_time,hybrid,B2B,17000.0-19000.0,False,mazowieckie,Warszawa,Hoża 51,False,True,2025-01-23 10:27:01.258000+00:00
Pwrteams,Senior Data Engineer,19,senior,"Airflow, Amazon AWS, Django, Docker, Flask, Machine Learning, NoSQL, Python, SQL, Snowflake",,full_time,remote,B2B,29000.0-34000.0,False,małopolskie,Kraków,Puszkarska 7K,True,True,2025-02-28 16:01:12.290000+00:00
Sky Engine Sp. z.o.o.,Python Engineer,5,mid,"API, Amazon AWS, Bitbucket, CI/CD, Git, GitLab, Python",,full_time,hybrid,B2B,17000.0-17000.0,False,mazowieckie,Warszawa,Puławska 182,False,True,2025-02-28 16:01:12.290000+00:00
Addepto,Project Manager (AI & Big Data),15,senior,"AI, Big Data, Data Science, Project Management, Python, Team Leadership",,full_time,remote,B2B,18000.0-26000.0,False,mazowieckie,Warszawa,Tadeusza Czackiego 15/17,True,True,2025-02-28 16:01:12.290000+00:00
Sky Engine Limited,Senior DevOps Engineer / DevOps Lead,12,senior,"Amazon AWS, CI/CD, DevOps, Docker, GCP, Terraform",,full_time,hybrid,B2B,27000.0-35000.0,False,mazowieckie,Warszawa,Puławska 182,False,True,2025-02-28 16:01:12.290000+00:00
Sky Engine Limited,IT Administrator / DevOps,13,senior,"Bitbucket, GitLab, NAS, VPN, serwerownia",,full_time,hybrid,B2B,8000.0-15000.0,False,mazowieckie,Warszawa,Puławska 182,False,True,2025-02-28 16:01:12.290000+00:00
Sky Engine,Senior Frontend Developer (React & Typescript),1,senior,"CSS, Docker, Frontend Developer, REST API, React, Redux Toolkit, TypeScript, Unity, web sockets",,full_time,hybrid,B2B,21000.0-28000.0,False,mazowieckie,Warszawa,,False,False,2025-02-28 16:01:12.290000+00:00
Clarksons,Software Engineering Manager,7,senior,".NET C#, Agile, Software Architecture, Team Leadership, Team Management",,full_time,remote,B2B,30000.0-38000.0,False,wielkopolskie,Poznań,Roosevelta 22,False,False,2025-02-28 16:00:23.617000+00:00
Clarksons,Senior Software Developer,7,senior,".NET C#, .Net Framework, Azure DevOps, RESTful, React, SQL",,full_time,remote,B2B,24000.0-29000.0,False,wielkopolskie,Poznań,Roosevelta 22,False,False,2025-02-28 15:56:21.793000+00:00
RITS Professional Services,Data Analyst witch SAP,19,senior,"SAP, SQL, T-SQL, Tableau",,full_time,hybrid,B2B,20160.0-21840.0,False,mazowieckie,Warszawa,Konstruktorska 12,False,True,2025-02-28 15:55:55.042000+00:00
DCV Technologies,Sales Executive-Haulers,24,senior,Sales,,full_time,remote,Permanent,10000.0-15000.0,True,mazowieckie,Warszawa,warsaw,False,False,2025-02-28 15:52:55.640000+00:00
DCV Technologies,Ops Engineer,24,senior,Oracle,,full_time,hybrid,B2B,18000.0-22000.0,False,śląskie,Katowice,Katowice,False,False,2025-02-28 15:48:34.627000+00:00
DCV Technologies,Data engineer,19,senior,Data,,full_time,hybrid,B2B,18000.0-22000.0,False,śląskie,Katowice,katowice,True,False,2025-02-28 15:45:44.303000+00:00
emagine Polska,Test Manager,11,c_level,"Business Analysis, English, IT4IT",,full_time,hybrid,B2B,26880.0-29400.0,False,mazowieckie,Warszawa,,False,False,2025-02-28 15:41:59.601000+00:00
emagine Polska,IT4IT Business Analyst (part-time FTE),17,senior,"Business Analysis, English, IT4IT",,part_time,remote,B2B,14000.0-14800.0,False,mazowieckie,Warszawa,,False,False,2025-02-28 15:40:49.738000+00:00
Crestt,"Haskell Developer (bankowość, 100% zdalnie)",24,mid,"C++, Git, Haskell",,full_time,remote,B2B,31920.0-40320.0,False,mazowieckie,Warszawa,Centrum,False,True,2025-02-28 15:37:30.544000+00:00
Respect Energy,Senior C# .NET Developer,9,senior,".Net, C#, Design Patterns, REST API, SQL",,full_time,remote,B2B,24000.0-28000.0,False,mazowieckie,Warszawa,Bonifraterska 17,False,True,2025-02-28 15:36:24.464000+00:00
Connectis,Manual Tester,11,mid,"Java, Postman, SQL",,full_time,hybrid,B2B,10000.0-15000.0,False,dolnośląskie,Wrocław,Robotnicza,False,True,2025-02-28 15:05:13.491000+00:00
Jit Team,QA Engineer with Snowflake,11,senior,"AWS, SQL, Snowflake, Testing",,full_time,hybrid,B2B,13300.0-21000.0,False,pomorskie,Gdańsk,,False,False,2025-02-28 15:04:37.361000+00:00
Fabrity Sp. z o.o.,Service Delivery Manager,15,senior,"ITIL, Product Management, Project Management, SLA, Team Management",,full_time,remote,B2B,20000.0-26000.0,False,mazowieckie,Warszawa,Domaniewska,False,True,2025-02-28 15:01:23.998000+00:00
Digiteum,"Senior .NET Engineer (with AWS) - Hybrid, Tricity",7,senior,".NET Core, .Net Framework, Amazon AWS, English, Microservices",,full_time,hybrid,B2B,20000.0-23500.0,False,pomorskie,Gdańsk,aleja Grunwaldzka 472 c,True,True,2025-02-28 15:01:23.998000+00:00
Aplikacje Krytyczne,Administartor Systemów IT,13,mid,"Ansible, Azure, Bash, Kubernetes, Linux, Oracle, PostgreSQL, VMware, Windows Server",,full_time,remote,Permanent,13000.0-16000.0,True,mazowieckie,Warszawa,Chmielna 132/134,False,True,2025-02-28 15:01:23.998000+00:00
Square One,Java JVM Software Engineer,6,senior,"JEE, Java, Oracle, PostgreSQL, Python, REST, SQL, Spring Boot",,full_time,hybrid,B2B,18500.0-27000.0,False,mazowieckie,Warszawa,Puławska 2,False,False,2025-02-28 15:01:23.998000+00:00
Match-Trade Technologies,DevOps Engineer,12,mid,"AWS, DevOps, Docker, Kubernetes, Swarm",,full_time,hybrid,B2B,15000.0-25000.0,False,wielkopolskie,Poznań,Grunwaldzka 182,True,False,2025-02-28 15:01:23.998000+00:00
7N,SAP FICO Consultant,22,senior,"SAP, SAP FI/CO",,full_time,remote,B2B,33600.0-36960.0,False,pomorskie,Gdańsk,Bernarda Chrzanowskiego 11,False,True,2025-02-28 15:01:23.998000+00:00
Jit Team,Frontend Developer (Angular),1,senior,"Angular, Bitbucket, IntelliJ, REST, RxJS, Swagger, TypeScript",,full_time,hybrid,B2B,17100.0-22800.0,False,pomorskie,Gdańsk,,False,False,2025-02-28 15:01:23.998000+00:00
